model,N,Za,Zb,C,disruptor_count,disruptor_fraction,t,h,qa,qb,stable_a,stable_a_ci_lo,stable_a_ci_hi,stable_b,stable_b_ci_lo,stable_b_ci_hi,stable_consensus,stable_consensus_ci_lo,stable_consensus_ci_hi,reach_a,reach_a_ci_lo,reach_a_ci_hi,reach_b,reach_b_ci_lo,reach_b_ci_hi,reach_consensus,reach_consensus_ci_lo,reach_consensus_ci_hi,episodes,confidence,base_seed,config_seed,total_time,status,error
voter_contrarians,100,0,0,26,26,0.26,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9995555555555555,0.9977269420250728,0.9999132270045857,1.0,0.9985277492512151,1.0,4500,0.99,0,17768053715446475197,61.58219236700097,ok,
crossinh_zealots,100,13,13,0,26,0.26,35,40,1.05,0.95,0.8897777777777778,0.8771740572334156,0.9012337970717538,0.060222222222222226,0.05171862069883074,0.07002075007087832,0.95,0.9409487546112001,0.9577262197148935,0.9028888888888889,0.890918583912737,0.9136728869283531,0.17022222222222222,0.15627908008812275,0.18513639551685362,0.9993333333333333,0.9973647865727697,0.9998315923461103,4500,0.99,0,8442689992614959507,30.93363116299588,ok,
crossinh_contrarians,100,0,0,26,26,0.26,35,40,1.05,0.95,0.00044444444444444447,8.677299541430235e-05,0.002273057974927277,0.0,0.0,0.0014722507487849438,0.00044444444444444447,8.677299541430235e-05,0.002273057974927277,0.9188888888888889,0.9077788353848968,0.9287655234322323,0.43622222222222223,0.41728764125025175,0.4553445969563711,0.9973333333333333,0.9944912409354412,0.9987110269864341,4500,0.99,0,1917721576037444635,62.697478383997804,ok,
voter_zealots,100,20,20,0,40,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9693333333333334,0.9619908984017538,0.9752938155620536,1.0,0.9985277492512151,1.0,4500,0.99,0,9268659303992538817,31.975268109999888,ok,
voter_contrarians,100,0,0,40,40,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,4500,0.99,0,13340565481792715116,59.70989421700506,ok,
crossinh_zealots,100,20,20,0,40,0.4,35,40,1.05,0.95,0.18911111111111112,0.17453630779394727,0.20460132722718613,0.0,0.0,0.0014722507487849438,0.18911111111111112,0.17453630779394727,0.20460132722718613,0.9633333333333334,0.9554076770447686,0.9698947039280241,0.21666666666666667,0.2012709086091345,0.23289670014851033,0.9993333333333333,0.9973647865727697,0.9998315923461103,4500,0.99,0,2457068201349750359,36.19914354300272,ok,
crossinh_contrarians,100,0,0,40,40,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9711111111111111,0.963953457765475,0.9768815770845588,0.8388888888888889,0.8242750743877394,0.8525048445491954,0.9995555555555555,0.9977269420250728,0.9999132270045857,4500,0.99,0,18343746656317023869,64.85801084400009,ok,
voter_zealots,100,25,25,0,50,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9793333333333333,0.973123480433946,0.9841317885148854,1.0,0.9985277492512151,1.0,4500,0.99,0,17642188812177707251,27.070423183999083,ok,
voter_contrarians,100,0,0,50,50,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,4500,0.99,0,7415698013798443046,57.045707343000686,ok,
crossinh_zealots,100,25,25,0,50,0.5,35,40,1.05,0.95,0.00044444444444444447,8.677299541430235e-05,0.002273057974927277,0.0,0.0,0.0014722507487849438,0.00044444444444444447,8.677299541430235e-05,0.002273057974927277,0.9708888888888889,0.9637078026507853,0.9766834420884702,0.29555555555555557,0.27834607108839055,0.31336702699555713,0.9975555555555555,0.9947916174032486,0.998854440629405,4500,0.99,0,3346089296723368380,34.20405128200218,ok,
crossinh_contrarians,100,0,0,50,50,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9902222222222222,0.9856566034733385,0.9933443809036306,0.9828888888888889,0.9771514046398234,0.9872045060814613,1.0,0.9985277492512151,1.0,4500,0.99,0,14409403991603990207,62.65301144000114,ok,
voter_zealots,100,30,30,0,60,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9755555555555555,0.9688889431724753,0.9808218938931247,1.0,0.9985277492512151,1.0,4500,0.99,0,13240268202935523667,21.737272803999076,ok,
voter_contrarians,100,0,0,60,60,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,4500,0.99,0,3919701891799834160,54.12373953500355,ok,
crossinh_zealots,100,30,30,0,60,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9748888888888889,0.968145701887917,0.9802337648453482,0.402,0.38333088088356515,0.4209576802631967,0.9966666666666667,0.9936061090319881,0.9982647885575522,4500,0.99,0,275151354574121463,29.50320484799886,ok,
crossinh_contrarians,100,0,0,60,60,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9993333333333333,0.9973647865727697,0.9998315923461103,0.9995555555555555,0.9977269420250728,0.9999132270045857,1.0,0.9985277492512151,1.0,4500,0.99,0,9675818863001528272,60.33335108200117,ok,
voter_zealots,200,0,0,0,0,0.0,35,40,1.05,0.95,0.9933333333333333,0.989401231583012,0.9958128143448536,0.0,0.0,0.0014722507487849438,0.9933333333333333,0.989401231583012,0.9958128143448536,0.9997777777777778,0.998110049781248,0.9999739093591887,0.368,0.34968898768151185,0.3866996865161673,1.0,0.9985277492512151,1.0,4500,0.99,0,7550693070341767882,27.189703841002483,ok,
voter_contrarians,200,0,0,0,0,0.0,35,40,1.05,0.95,0.9951111111111111,0.9916084102882317,0.9971559565258603,0.00022222222222222223,2.6090640811303424e-05,0.001889950218751958,0.9953333333333333,0.9918892573244192,0.9973188996004511,0.9995555555555555,0.9977269420250728,0.9999132270045857,0.358,0.3398128662768167,0.37660525293583813,1.0,0.9985277492512151,1.0,4500,0.99,0,6656310788224792388,28.49445960199955,ok,
crossinh_zealots,200,0,0,0,0,0.0,35,40,1.05,0.95,0.8817777777777778,0.8688144238813633,0.8936169864357866,0.11822222222222223,0.10638301356421342,0.13118557611863663,1.0,0.9985277492512151,1.0,0.8817777777777778,0.8688144238813633,0.8936169864357866,0.11822222222222223,0.10638301356421342,0.13118557611863663,1.0,0.9985277492512151,1.0,4500,0.99,0,8371223841140914316,12.394911541996407,ok,
crossinh_contrarians,200,0,0,0,0,0.0,35,40,1.05,0.95,0.8835555555555555,0.8706704925161026,0.8953112386872739,0.11644444444444445,0.10468876131272604,0.12932950748389743,1.0,0.9985277492512151,1.0,0.8835555555555555,0.8706704925161026,0.8953112386872739,0.11666666666666667,0.10490049320467652,0.12956156570272526,1.0,0.9985277492512151,1.0,4500,0.99,0,5866050811652184977,13.037575272996037,ok,
voter_zealots,200,10,10,0,20,0.1,35,40,1.05,0.95,0.5811111111111111,0.5620604778367528,0.5999229125973331,0.0,0.0,0.0014722507487849438,0.5811111111111111,0.5620604778367528,0.5999229125973331,1.0,0.9985277492512151,1.0,0.454,0.4349640068518474,0.4731714402170409,1.0,0.9985277492512151,1.0,4500,0.99,0,16259776394483728731,81.61698903499928,ok,
voter_contrarians,200,0,0,20,20,0.1,35,40,1.05,0.95,0.02022222222222222,0.015481644447292369,0.026375506382319492,0.0,0.0,0.0014722507487849438,0.02022222222222222,0.015481644447292369,0.026375506382319492,1.0,0.9985277492512151,1.0,0.7353333333333333,0.7180562149799303,0.751917512334308,1.0,0.9985277492512151,1.0,4500,0.99,0,10010229723298649883,121.67382999199617,ok,
crossinh_zealots,200,10,10,0,20,0.1,35,40,1.05,0.95,0.9053333333333333,0.8934877944217983,0.9159853676378533,0.09466666666666666,0.08401463236214668,0.10651220557820165,1.0,0.9985277492512151,1.0,0.9053333333333333,0.8934877944217983,0.9159853676378533,0.09555555555555556,0.08485527567841741,0.10744672270504421,1.0,0.9985277492512151,1.0,4500,0.99,0,2126513299139919451,33.978907561002416,ok,
crossinh_contrarians,200,0,0,20,20,0.1,35,40,1.05,0.95,0.8964444444444445,0.8841555510819982,0.9075660065465209,0.10022222222222223,0.08927343662398605,0.11234815408582023,0.9966666666666667,0.9936061090319881,0.9982647885575522,0.8966666666666666,0.8843885189778781,0.9077768287614191,0.10444444444444445,0.09327744845253541,0.11677615436205893,0.9984444444444445,0.9960298000700901,0.9993914184056768,4500,0.99,0,3417549196837264201,66.46640101500088,ok,
voter_zealots,200,20,20,0,40,0.2,35,40,1.05,0.95,0.032,0.025900848753764957,0.03947717794709775,0.0,0.0,0.0014722507487849438,0.032,0.025900848753764957,0.03947717794709775,1.0,0.9985277492512151,1.0,0.6151111111111112,0.5962712544003386,0.6336120229828301,1.0,0.9985277492512151,1.0,4500,0.99,0,8776380597688022547,81.85541468599695,ok,
voter_contrarians,200,0,0,40,40,0.2,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9602222222222222,0.9520152205870911,0.967074098834805,1.0,0.9985277492512151,1.0,4500,0.99,0,8362115542449808814,125.03395946099772,ok,
crossinh_zealots,200,20,20,0,40,0.2,35,40,1.05,0.95,0.938,0.9280795926964025,0.9466307156476619,0.05622222222222222,0.04801293459599776,0.06573821417970159,0.9942222222222222,0.9904968341160709,0.9964923722549079,0.9382222222222222,0.928316930875583,0.9468371675792597,0.06333333333333334,0.05460869330655613,0.07334373901404942,0.9977777777777778,0.9950951875482201,0.9989946605952118,4500,0.99,0,16954864364531749229,52.87541118700028,ok,
crossinh_contrarians,200,0,0,40,40,0.2,35,40,1.05,0.95,0.6211111111111111,0.6023183040757784,0.6395473062984048,0.0,0.0,0.0014722507487849438,0.6211111111111111,0.6023183040757784,0.6395473062984048,0.9335555555555556,0.9233396476205202,0.9424948585079778,0.088,0.07771965406395553,0.09949348055304327,0.9842222222222222,0.9786750142578157,0.9883436371281388,4500,0.99,0,11730706727590990187,110.6852914619958,ok,
voter_zealots,200,25,25,0,50,0.25,35,40,1.05,0.95,0.0026666666666666666,0.001288973013565944,0.005508759064558813,0.0,0.0,0.0014722507487849438,0.0026666666666666666,0.001288973013565944,0.005508759064558813,1.0,0.9985277492512151,1.0,0.672,0.6537308980652792,0.6897626476771388,1.0,0.9985277492512151,1.0,4500,0.99,0,13421116099618925264,79.54815432900068,ok,
voter_contrarians,200,0,0,50,50,0.25,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.984,0.9784205146854559,0.9881543465897202,1.0,0.9985277492512151,1.0,4500,0.99,0,16579357853059727564,124.79614731300535,ok,
crossinh_zealots,200,25,25,0,50,0.25,35,40,1.05,0.95,0.9555555555555556,0.9469491818029769,0.9628205452925747,0.03,0.024110065839863703,0.037273849863994145,0.9855555555555555,0.9802071558028992,0.9894742362477252,0.9566666666666667,0.9481531018409914,0.9638355758084516,0.050888888888888886,0.043091621632750585,0.060008564484269125,0.9977777777777778,0.9950951875482201,0.9989946605952118,4500,0.99,0,11180390073391195966,59.96953368600225,ok,
crossinh_contrarians,200,0,0,50,50,0.25,35,40,1.05,0.95,0.007555555555555556,0.004879784658944578,0.011681329856303171,0.0,0.0,0.0014722507487849438,0.007555555555555556,0.004879784658944578,0.011681329856303171,0.9131111111111111,0.9016780697612724,0.9233277461756203,0.09955555555555555,0.08864178961125521,0.11164843076621611,0.9582222222222222,0.9498409296335888,0.9652542787913025,4500,0.99,0,7311411598702072631,124.52703386299982,ok,
voter_zealots,200,40,40,0,80,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.7782222222222223,0.7618668555057939,0.79375836318866,1.0,0.9985277492512151,1.0,4500,0.99,0,13919794172607705970,64.37735444300051,ok,
voter_contrarians,200,0,0,80,80,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9997777777777778,0.998110049781248,0.9999739093591887,1.0,0.9985277492512151,1.0,4500,0.99,0,5371276322773082015,120.24733902599837,ok,
crossinh_zealots,200,40,40,0,80,0.4,35,40,1.05,0.95,0.414,0.3952271439513902,0.4330260831774008,0.0,0.0,0.0014722507487849438,0.414,0.3952271439513902,0.4330260831774008,0.9793333333333333,0.973123480433946,0.9841317885148854,0.03266666666666666,0.02649934607092113,0.040210050962276526,0.9895555555555555,0.9848679799478182,0.992801634096816,4500,0.99,0,6416735409831040977,72.90214179699979,ok,
crossinh_contrarians,200,0,0,80,80,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.8153333333333334,0.7999732855915751,0.829764881602858,0.39066666666666666,0.37210626423574594,0.4095490012613217,0.9342222222222222,0.9240498350805791,0.9431160413802538,4500,0.99,0,1048007860645369336,130.29683966599987,ok,
voter_zealots,200,50,50,0,100,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9995555555555555,0.9977269420250728,0.9999132270045857,0.7713333333333333,0.7548145404800627,0.7870531847802634,1.0,0.9985277492512151,1.0,4500,0.99,0,10966818886976968615,54.858963326994854,ok,
voter_contrarians,200,0,0,100,100,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.9997777777777778,0.998110049781248,0.9999739093591887,1.0,0.9985277492512151,1.0,4500,0.99,0,1829112255933608916,115.29134348299704,ok,
crossinh_zealots,200,50,50,0,100,0.5,35,40,1.05,0.95,0.00022222222222222223,2.6090640811303424e-05,0.001889950218751958,0.0,0.0,0.0014722507487849438,0.00022222222222222223,2.6090640811303424e-05,0.001889950218751958,0.9622222222222222,0.954194585612831,0.9688888448060701,0.042666666666666665,0.03555606781834166,0.051123884199880294,0.9713333333333334,0.9641992118106577,0.9770796131501545,4500,0.99,0,3818719528441837319,69.70298095500038,ok,
crossinh_contrarians,200,0,0,100,100,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.886,0.8732240838092986,0.8976393386126393,0.7608888888888888,0.7441339552683082,0.7768756347854369,0.9902222222222222,0.9856566034733385,0.9933443809036306,4500,0.99,0,8981368253510474886,127.4310572500035,ok,
voter_zealots,200,60,60,0,120,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9991111111111111,0.9970170815195558,0.9997355072885459,0.6877777777777778,0.6697185541153663,0.7052840894923122,1.0,0.9985277492512151,1.0,4500,0.99,0,12305889412808962876,44.22697427499952,ok,
voter_contrarians,200,0,0,120,120,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9995555555555555,0.9977269420250728,0.9999132270045857,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,4500,0.99,0,5366652487620426977,108.80688110899791,ok,
crossinh_zealots,200,60,60,0,120,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9182222222222223,0.9070741305886634,0.9281388578961309,0.06911111111111111,0.05999257315854762,0.07949840204229415,0.9366666666666666,0.9266562609859506,0.9453913066934438,4500,0.99,0,16135824866595397267,59.21756287899916,ok,
crossinh_contrarians,200,0,0,120,120,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9748888888888889,0.968145701887917,0.9802337648453482,0.9888888888888889,0.9840832135259392,0.99225503018636,1.0,0.9985277492512151,1.0,4500,0.99,0,13534385777325944739,120.83968675300275,ok,
voter_zealots,500,0,0,0,0,0.0,35,40,1.05,0.95,1.0,0.9985277492512151,1.0,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,0.08422222222222223,0.07416065969972277,0.09550804303404464,1.0,0.9985277492512151,1.0,4500,0.99,0,8610693163173515535,69.36020297600044,ok,
voter_contrarians,500,0,0,0,0,0.0,35,40,1.05,0.95,1.0,0.9985277492512151,1.0,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,1.0,0.9985277492512151,1.0,0.08066666666666666,0.07081681503073686,0.09175124593057746,1.0,0.9985277492512151,1.0,4500,0.99,0,8830362299113106288,73.40229169499798,ok,
crossinh_zealots,500,0,0,0,0,0.0,35,40,1.05,0.95,0.9744444444444444,0.9676508154686589,0.9798410710430496,0.025555555555555557,0.020158928956950387,0.03234918453134111,1.0,0.9985277492512151,1.0,0.9744444444444444,0.9676508154686589,0.9798410710430496,0.025555555555555557,0.020158928956950387,0.03234918453134111,1.0,0.9985277492512151,1.0,4500,0.99,0,313234525985145348,30.646459229006723,ok,
crossinh_contrarians,500,0,0,0,0,0.0,35,40,1.05,0.95,0.9675555555555555,0.9600341560130172,0.9737002370645633,0.03244444444444444,0.026299762935436663,0.03996584398698268,1.0,0.9985277492512151,1.0,0.9675555555555555,0.9600341560130172,0.9737002370645633,0.03244444444444444,0.026299762935436663,0.03996584398698268,1.0,0.9985277492512151,1.0,4500,0.99,0,11539040300836174059,32.43146184299985,ok,
voter_zealots,500,25,25,0,50,0.1,35,40,1.05,0.95,0.9197777777777778,0.9087187659524372,0.9296007533078052,0.0,0.0,0.0014722507487849438,0.9197777777777778,0.9087187659524372,0.9296007533078052,1.0,0.9985277492512151,1.0,0.08733333333333333,0.07709115122839671,0.09879061305626713,1.0,0.9985277492512151,1.0,4500,0.99,0,4888364678323053224,209.62801789600053,ok,
voter_contrarians,500,0,0,50,50,0.1,35,40,1.05,0.95,0.08466666666666667,0.07457904258379949,0.09597724037152455,0.0,0.0,0.0014722507487849438,0.08466666666666667,0.07457904258379949,0.09597724037152455,1.0,0.9985277492512151,1.0,0.18555555555555556,0.17109510041419707,0.20094189283448322,1.0,0.9985277492512151,1.0,4500,0.99,0,17124739079760216023,310.0298613080013,ok,
crossinh_zealots,500,25,25,0,50,0.1,35,40,1.05,0.95,0.9788888888888889,0.9726231082915011,0.9837445804357738,0.021111111111111112,0.016255419564226176,0.027376891708498965,1.0,0.9985277492512151,1.0,0.9788888888888889,0.9726231082915011,0.9837445804357738,0.021111111111111112,0.016255419564226176,0.027376891708498965,1.0,0.9985277492512151,1.0,4500,0.99,0,7156565287082435431,86.27325679999922,ok,
crossinh_contrarians,500,0,0,50,50,0.1,35,40,1.05,0.95,0.9777777777777777,0.9713748577316524,0.9827738804417309,0.021111111111111112,0.016255419564226176,0.027376891708498965,0.9988888888888889,0.9966801227611441,0.9996286759361794,0.9777777777777777,0.9713748577316524,0.9827738804417309,0.021333333333333333,0.01644925790124488,0.02762684348225857,0.9991111111111111,0.9970170815195558,0.9997355072885459,4500,0.99,0,17089946202669293132,169.00295878299949,ok,
voter_zealots,500,50,50,0,100,0.2,35,40,1.05,0.95,0.12466666666666666,0.11253207093673885,0.13790643195868238,0.0,0.0,0.0014722507487849438,0.12466666666666666,0.11253207093673885,0.13790643195868238,1.0,0.9985277492512151,1.0,0.09333333333333334,0.08275423176483748,0.10510986551084095,1.0,0.9985277492512151,1.0,4500,0.99,0,3999874435094017261,208.87483933799376,ok,
voter_contrarians,500,0,0,100,100,0.2,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,1.0,0.9985277492512151,1.0,0.5026666666666667,0.4834780531959863,0.5218474281333537,1.0,0.9985277492512151,1.0,4500,0.99,0,7193694577314761661,317.5315726639965,ok,
crossinh_zealots,500,50,50,0,100,0.2,35,40,1.05,0.95,0.9924444444444445,0.9883186701436968,0.9951202153410554,0.0071111111111111115,0.004532002902641892,0.011141531391049224,0.9995555555555555,0.9977269420250728,0.9999132270045857,0.9924444444444445,0.9883186701436968,0.9951202153410554,0.0071111111111111115,0.004532002902641892,0.011141531391049224,0.9995555555555555,0.9977269420250728,0.9999132270045857,4500,0.99,0,2073277165857390875,131.47527098900173,ok,
crossinh_contrarians,500,0,0,100,100,0.2,35,40,1.05,0.95,0.9597777777777777,0.9515316190284862,0.9666701201718533,0.0,0.0,0.0014722507487849438,0.9597777777777777,0.9515316190284862,0.9666701201718533,0.9853333333333333,0.9799511602397324,0.9892864417001137,0.003111111111111111,0.0015840628103032449,0.006101249489378149,0.988,0.9830422979166147,0.9915207853525712,4500,0.99,0,14704583566745843915,277.8342720740038,ok,
voter_zealots,500,63,63,0,126,0.252,35,40,1.05,0.95,0.007555555555555556,0.004879784658944578,0.011681329856303171,0.0,0.0,0.0014722507487849438,0.007555555555555556,0.004879784658944578,0.011681329856303171,1.0,0.9985277492512151,1.0,0.11422222222222222,0.10257223413401668,0.12700813355482363,1.0,0.9985277492512151,1.0,4500,0.99,0,5520409248539831399,198.2099839049988,ok,
voter_contrarians,500,0,0,126,126,0.252,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9997777777777778,0.998110049781248,0.9999739093591887,0.6535555555555556,0.6350702625602862,0.6715887039875315,1.0,0.9985277492512151,1.0,4500,0.99,0,10617355313107442963,314.0982242800019,ok,
crossinh_zealots,500,63,63,0,126,0.252,35,40,1.05,0.95,0.9964444444444445,0.9933155840994258,0.9981115233793362,0.0017777777777777779,0.0007362602769997589,0.004286311358011728,0.9982222222222222,0.9957136886419883,0.9992637397230003,0.9964444444444445,0.9933155840994258,0.9981115233793362,0.0028888888888888888,0.001435236255214229,0.005806285933688846,0.9991111111111111,0.9970170815195558,0.9997355072885459,4500,0.99,0,7782670241889226739,150.69093137899472,ok,
crossinh_contrarians,500,0,0,126,126,0.252,35,40,1.05,0.95,0.018,0.013559181027733517,0.023860068694095165,0.0,0.0,0.0014722507487849438,0.018,0.013559181027733517,0.023860068694095165,0.9215555555555556,0.9105997596946634,0.9312700804518054,0.0013333333333333333,0.00048655356540059443,0.003648437848054256,0.9226666666666666,0.9117761644564987,0.9323126262438618,4500,0.99,0,12787295127377927218,310.8240562810024,ok,
voter_zealots,500,100,100,0,200,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9995555555555555,0.9977269420250728,0.9999132270045857,0.10511111111111111,0.09391021284262573,0.11747476030430355,0.9997777777777778,0.998110049781248,0.9999739093591887,4500,0.99,0,17305203653881424654,163.28347120700346,ok,
voter_contrarians,500,0,0,200,200,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9917777777777778,0.9875140052325225,0.9945935099198947,0.904,0.892086130200519,0.9147242911944629,1.0,0.9985277492512151,1.0,4500,0.99,0,8353230025210027557,298.9844470950047,ok,
crossinh_zealots,500,100,100,0,200,0.4,35,40,1.05,0.95,0.8377777777777777,0.8231265001008709,0.8514344682821721,0.0,0.0,0.0014722507487849438,0.8377777777777777,0.8231265001008709,0.8514344682821721,0.9975555555555555,0.9947916174032486,0.998854440629405,0.00022222222222222223,2.6090640811303424e-05,0.001889950218751958,0.9975555555555555,0.9947916174032486,0.998854440629405,4500,0.99,0,2535544448739809686,183.24104922200058,ok,
crossinh_contrarians,500,0,0,200,200,0.4,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.23444444444444446,0.21857524949198642,0.25109556812792383,0.009111111111111111,0.006117112120000223,0.013550533170695753,0.242,0.22594183390080697,0.258817847485566,4500,0.99,0,119171461751201340,323.5798945459974,ok,
voter_zealots,500,125,125,0,250,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9975555555555555,0.9947916174032486,0.998854440629405,0.07866666666666666,0.06893850169651825,0.08963544826779121,0.998,0.995402371035322,0.9991312672188882,4500,0.99,0,10485340708634208729,136.72214945199812,ok,
voter_contrarians,500,0,0,250,250,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9635555555555556,0.9556505038611999,0.9700956672223712,0.9686666666666667,0.9612564639850388,0.9746968796464334,0.9993333333333333,0.9973647865727697,0.9998315923461103,4500,0.99,0,10466209813884209233,286.93144769399805,ok,
crossinh_zealots,500,125,125,0,250,0.5,35,40,1.05,0.95,0.00022222222222222223,2.6090640811303424e-05,0.001889950218751958,0.0,0.0,0.0014722507487849438,0.00022222222222222223,2.6090640811303424e-05,0.001889950218751958,0.9371111111111111,0.9271305731500761,0.945804574750875,0.00044444444444444447,8.677299541430235e-05,0.002273057974927277,0.9373333333333334,0.9273677783908449,0.9460111596208844,4500,0.99,0,7241672141220528334,173.65174225899682,ok,
crossinh_contrarians,500,0,0,250,250,0.5,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.18666666666666668,0.17217025874491249,0.2020856850576594,0.07933333333333334,0.06956439243607343,0.09034092786057099,0.2568888888888889,0.24047849583043324,0.27401512297808706,4500,0.99,0,3336116091153704273,313.82867810699827,ok,
voter_zealots,500,150,150,0,300,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9146666666666666,0.9033191270587637,0.9247932196535773,0.030222222222222223,0.024308679638315456,0.03751902617632071,0.9184444444444444,0.9073090092043865,0.9283477693911859,4500,0.99,0,8155305618344917369,109.79249148900271,ok,
voter_contrarians,500,0,0,300,300,0.6,35,40,1.05,0.95,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.0,0.0,0.0014722507487849438,0.9046666666666666,0.892786878622655,0.9153549131046615,0.9906666666666667,0.9861846816869149,0.9937038829116109,0.9991111111111111,0.9970170815195558,0.9997355072885459,4500,0.99,0,13864662538717998642,271.37585711700376,ok,
